HOT PICKS,Code Number,Hardcover/Paperback,Name of book,Author,Genre,Goodreads Link,Publisher,Year
,Z749PO,Paperback,The Ramayana: A Shortened Modern Prose Version of the Indian Epic ,R.K. Narayan,Indian Literature/Poetry,https://www.goodreads.com/book/show/19676070-the-ramayana,Published September 3rd 1998 by Penguin Classics,
,Z750FN,Paperback,The Queen and I (The Queen and I #1),Sue Townsend,Fiction/Humor,https://www.goodreads.com/book/show/54245.The_Queen_and_I,,
,Z751CL,Paperback,The Old Man and the Sea,Ernest Hemingway,Fiction/Classics,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,,
,Z752AB,Paperback,The Sexual Life Of Catherine M,Catherine Millet,Nonfiction/Biography/erotica,https://www.goodreads.com/book/show/710042.The_Sexual_Life_Of_Catherine_M,Published 2003 by Corgi,
,Z753LT,Paperback,The Undomestic Goddess,Sophie Kinsella ,Fiction/Chick Lit/Romance,https://www.goodreads.com/book/show/33722.The_Undomestic_Goddess,Published April 25th 2006 by Dial Press Trade Paperback,
,Z754CL,Paperback,The World According to Garp,John Irving,Fiction/Classics,https://www.goodreads.com/book/show/23556004-the-world-according-to-garp,Published 1979 by Corgi,
,Z755CL,Paperback,The Vendor of Sweets,R.K. Narayan,Fiction/Indian Literature,https://www.goodreads.com/book/show/113126.The_Vendor_of_Sweets,"Published by Penguin, 1983",
,Z756FN,Paperback,Thus Spoke Zarathustra,Friedrich Nietzsche,Nonfiction/Philosophy,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,,
,Z667FN,Paperback,She's Come Undone,Wally Lamb,Fiction/Contemporary/Chick Lit,https://www.goodreads.com/book/show/5203.She_s_Come_Undone,Pocket ,1998
,B1194SH,Paperback,The 7 Habits of Highly Effective People,Stephen R Covey,Nonfiction/Self Help/Leadership,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People,Free Press ,November 9th 2004
,B1195BB,Hardcover,The Nutcracker,"E.T.A. Hoffmann, Maurice Sendak (Illustrator)",Classics/Christmas/Fantasy/Childrens,https://www.goodreads.com/book/show/774449.Nutcracker,Gramercy,September 13th 1984
,Z668HF,Paperback,Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,Historical Fiction/Adult fiction/Romance,https://www.goodreads.com/book/show/18592163-z,Two Roads,2013
,Z669BB,Hardcover,We're Going on a Bear Hunt,"Michael Rosen, Helen Oxenbury ",Childrens/Picture Book,https://www.goodreads.com/book/show/6239440-we-re-going-on-a-bear-hunt,Margaret K. McElderry Books,September 8th 2009
,Z670GN,Hardcover,Usborne Graphic: The Adventures of King Arthur,"Russell Punter, Illustrated by Andrea da Rold",Childrens/Fantasy,https://www.harpercollins.com.au/9781474922029/,,
,Z671C2,Hardcover,Rome and Romans,"Patsy Vanags, Heather Amery, IllustratorStephen Cartwright",Childrens/ History,https://usborne.com/browse-books/catalogue/product/1/329/rome-and-romans/,,
,Z672C2,Hardcover,Nelson Mandela: Little Guides to Great Lives,"Isabel Thomas, Illustrator Hannah Warren",Children/Biography,https://www.amazon.com/Nelson-Mandela-Little-Guides-Great/dp/1786271958,,
,Z666HF,Paperback,The Boat People,Sharon Bala,Cultural/Historical Fiction,https://www.goodreads.com/book/show/38319033-the-boat-people,Doubleday ,March 27th 2018
,Z673NF,Hardcover,Autumn in Venice: Ernest Hemingway and His Last Muse,Andrea di Robilant,Nonfiction/History/Biography,https://www.goodreads.com/book/show/36463918-autumn-in-venice,Knopf Publishing Group,June 5th 2018 
,B1327NF,Paperback,Hillary Clinton in Her Own Words,Lisa Rogak,Nonfiction/politics,https://www.goodreads.com/book/show/30818121-hillary-clinton-in-her-own-words,Harpercollins,2014
,B1328NF,Paperback,"Men are from Mars, Women are from Venus - A Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,Nonfiction/self Help/relationships,https://www.goodreads.com/book/show/246563.Men_are_from_Mars_Women_are_from_Venus_A_Guide_for_Improving_Communication_and_Getting_What_You_Want_in_Your_Relationships,Thorsons / HarperCollins,May 6th 2003
,B1329NF,Paperback,Business Etiquette: Essential Guide For Executives,Sally Chew,Nonfiction/business/self help,https://www.goodreads.com/book/show/5949508-business-etiquette,"Times Editions,Singapore",
,B1330NF,Paperback,Policy-Making in the European Union,"Helen Wallace (Editor), William Wallace",Nonfiction,https://www.goodreads.com/book/show/190426.Policy_Making_in_the_European_Union,"Oxford University Press, USA ",July 13th 2000
,B1331CL,Paperback,Three Lives (Collins Classics),Gertrude Stein,Fiction/Classics/Short stories,https://www.goodreads.com/book/show/35597478-three-lives,William Collins,June 15th 2017 
,B1332MO,Paperback,The Kabul Beauty School: The Art Of Friendship And Freedom,Deborah Rodriguez,Nonfiction/Memoir,https://www.goodreads.com/book/show/827184.The_Kabul_Beauty_School,Hodder & Stoughton,January 1st 2008
,B1333NF,Paperback,India with Sanjeev Bhaskar: One Man’s Personal Journey Round the Subcontinent,Sanjeev Bhaskar,Travel/Nonfiction/India,https://www.goodreads.com/book/show/4728365-india-with-sanjeev-bhaskar,Harper Collins,2007
,B1334NF,Paperback,Is Paris Burning? (Illustrated),"Larry Collins, Dominique Lapierre",WWII/History/Nonfiction/war,https://www.goodreads.com/book/show/213843.Is_Paris_Burning_,Bell Books,
,B1335TH,Paperback,The Best Laid Plans,Sidney Sheldon,Fiction/Thriller/Mystery,https://www.goodreads.com/book/show/2318440.The_Best_Laid_Plans,William Morrow & Co.,1997
,B1336CL,Paperback,Kim,Rudyard Kipling,Classics/Fiction/Adventure/Historical Fiction,https://www.goodreads.com/book/show/210834.Kim,Penguin Classics,
,B1337FN,Paperback,The Price of Inequality,Joseph E. Stiglitz,Economics/Politics/Nonfiction/Business/Sociology,https://www.goodreads.com/book/show/17625214-the-price-of-inequality,Penguin,April 8th 2013
,B1338NF,Paperback,"God Gives, Man Robs & other Writings",Ruquiah Sakhawat Hossein,,,,
,B1339NF,Paperback,A House in Bali,"Colin McPhee, James Murdoch",Nonfiction/Music/Biography,https://www.goodreads.com/book/show/1309238.A_House_in_Bali,Periplus Editions (HK) ltd.,May 15th 2000
,B1340CL,Paperback,A Passage to India,E.M. Forster,Classics/Fiction/Historical Fiction,https://www.goodreads.com/book/show/11953542-a-passage-to-india,penguin,August 29th 2011
,B1341NF,Paperback,Tibetan Foothold,Dervla Murphy,Travel/nonfiction/autobiograpghy,https://www.goodreads.com/book/show/1419346.Tibetan_Foothold,,
,B1342NF,Paperback,The Enchanter: An Adventure in the Land of Nabokov,Lila Azam Zanganeh,nonfiction/literary criticism,https://www.goodreads.com/book/show/13503999-the-enchanter,Penguin Books Ltd,June 7th 2012
,B1343NF,Paperback,Lonely Planet Bhutan,Lonely Planet,Travel/nonfiction/guide,https://www.goodreads.com/book/show/31848448-lonely-planet-bhutan,Lonely Planet,
,B1344FN,Paperback,The Tutor of History,Manjushree Thapa,Fiction/travel,https://www.goodreads.com/book/show/28272818-the-tutor-of-history,Aleph Book Company,November 10th 2012 
,Z757FN,Paperback,Nights of Rain and Stars,Maeve Binchy,Fiction/Romance/Chick Lit,https://www.goodreads.com/book/show/41958.Nights_of_Rain_and_Stars,Orion Books,2005
,Z674HF,Paperback,The Piano Teacher,Janice Y.K. Lee,Fiction/Historical Fiction,https://www.goodreads.com/book/show/6418266-the-piano-teacher,HarperCollins Publishers,April 1st 2009
,Z707LT,Paperback,Little Earthquakes,Jennifer Weiner,Fiction/Romance/Chick Lit,https://www.goodreads.com/book/show/893421.Little_Earthquakes,Pocket Books,2004
,Z675HF,Paperback,Sarah's Key,Tatiana de Rosnay ,Historical Fiction/WW2,https://www.goodreads.com/book/show/28220746-sarah-s-key,St. Martin's Paperbacks ,December 6th 2016
,B1207FN,Paperback,Minding Frankie,Maeve Binchy,Fiction/Chick Lit,https://www.goodreads.com/book/show/9328886-minding-frankie,Orion,June 1st 2011
,B1208FN,Paperback,Black Swan Green,David Mitchell,Fiction/YA/Contemporary,https://www.goodreads.com/book/show/816661.Black_Swan_Green,Sceptre,
,B1209LT,Paperback,From Notting Hill to New York... Actually ,Ali McNamara,Fiction/Chick Lit/ Romance,https://www.goodreads.com/book/show/13613292-from-notting-hill-to-new-york-actually,Sphere,November 22nd 2012
,,,(Actually #2),,,,,
,B1206NF,Hardcover,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,"Hans Rosling, Ola Rosling, Anna Rosling Rönnlund",Nonfiction/Science/Psychology/Economics/History,https://www.goodreads.com/book/show/34890015-factfulness,Sceptre,January 25th 2018
,Z676FY,Paperback,The Poppy War,R.F. Kuang,Fantasy/Historical/ Fiction/Young Adult,https://www.goodreads.com/book/show/40022965-the-poppy-war,Harper Voyager,Oct-08
,Z677FN,Paperback,All the Ugly and Wonderful Things,Bryn Greenwood,Fiction/Contemporary/ Romance/ Adult,https://www.goodreads.com/book/show/34004906-all-the-ugly-and-wonderful-things,Thomas Dunne Books,October 3rd 2017
,B1211NF,Paperback,The Asshole Survival Guide: How to Deal with People Who Treat You Like Dirt,Robert I. Sutton,Non fiction/Self help/ Psychology,https://www.goodreads.com/book/show/34511845-the-asshole-survival-guide,Portfolio Penguin,September 12th 2017
,Z678LF,Paperback,Snow Country,"Yasunari Kawabata, Edward G. Seidensticker (Translator)",Fiction/ Japanese/ Classics,https://www.goodreads.com/book/show/2372412.Snow_Country,Tuttle Publishing ,June 1st 2008
,Z679FN,Paperback,The Storied Life of A.J. Fikry,Gabrielle Zevin,Fiction/Contemporary/ books about books/ Adult,https://www.goodreads.com/book/show/24111210-the-storied-life-of-a-j-fikry,Algonquin Books,2014
,Z680FN,Paperback,The Bone Clocks,David Mitchell,Fiction/Fantasy/Science fiction,https://www.goodreads.com/book/show/22430860-the-bone-clocks,Sceptre,September 2nd 2014
,B1212HF,Hardcover,Unsheltered,Barbara Kingsolver,History/Fiction/Literary fiction,https://www.goodreads.com/book/show/38236861-unsheltered,Harper,October 16th 2018
,Z681SH,Paperback,The Things You Can See Only When You Slow Down: How to be Calm in a Busy World,"Haemin Sunim, Chi-Young Kim (Translation)",Non fiction/Self help/ Psychology,https://www.goodreads.com/book/show/36246457-the-things-you-can-see-only-when-you-slow-down,Penguin Life,February 8th 2018
,Z682FN,Hardcover,A Ladder to the Sky,John Boyne,Fiction/ Contemporary,https://www.goodreads.com/book/show/40400269-a-ladder-to-the-sky?ac=1&from_search=true,Hogarth Press,November 13th 2018
,Z683SH,Hardcover,Almost Everything: Notes on Hope,Anne Lamott,Non fiction/Self help/ Memoir,https://www.goodreads.com/book/show/39203790-almost-everything?ac=1&from_search=true,Riverhead Books,October 16th 2018
,Z684FN,Paperback,All We Shall Know,Donal Ryan,Fiction/Contemporary/Adult/Ireland,https://www.goodreads.com/book/show/32968558-all-we-shall-know,Penguin Books,July 4th 2017
,Z685SH,Paperback,"Help, Thanks, Wow",Anne Lamott,Non fiction/Religion/Spirituality,https://www.goodreads.com/book/show/26076840-help-thanks-wow,Hodder & Stoughton ,June 18th 2015
,Z686FN,Paperback,The Spinning Heart,Donal Ryan,Fiction/ Ireland,https://www.goodreads.com/book/show/18050210-the-spinning-heart,Steerforth,February 25th 2014 
,Z687FN,Paperback,"Farewell, My Orange","Iwaki Kei, Meredith McKinney (Translator)",Fiction/Japan/International,https://www.goodreads.com/book/show/41072084-farewell-my-orange,Europa Editions,November 29th 2018
,Z688HF,Paperback,Days Without End,Sebastian Barry,Historical fiction/LGBT/ War,https://www.goodreads.com/book/show/34950023-days-without-end,Faber & Faber,April 6th 2017 
,B1213C2,Hardcover,"Beatrice Zinker, Upside Down Thinker ",Shelley Johannes,Childrens/Realistic fiction,https://www.goodreads.com/book/show/29221528-beatrice-zinker-upside-down-thinker?ac=1&from_search=true,Disney-Hyperion,September 19th 2017
,,,"(Beatrice Zinker, Upside Down Thinker #1)",,,,,
,B1214C3,Paperback,Nicola Berry and the Petrifying Problem with Princess Petronella ,Liane Moriarty,Childrens/ Fiction,https://www.goodreads.com/book/show/36750144-nicola-berry-and-the-petrifying-problem-with-princess-petronella,Penguin Workshop,May 15th 2018
,,,(Space Brigade #1),,,,,
,B1215C2,Paperback,Sugar Plum Ballerinas: Toeshoe Trouble ,"Whoopi Goldberg, Deborah Underwood, Maryn Roos (Illustrator)",Childrens/ Fiction,https://www.goodreads.com/book/show/5290384-sugar-plum-ballerinas,Jump At The Sun,May 5th 2009
,,,(Sugar Plum Ballerinas #2),,,,,
,Z689HF,Paperback,Love and Ruin,Paula McLain ,Historical fiction,https://www.goodreads.com/book/show/36849635-love-and-ruin,Random House Large Print Publishing,May 1st 2018
,Z690FN,Paperback,The Frolic of the Beasts,"Yukio Mishima, Andrew Clare (Translator)",Fiction/Japanese,https://www.goodreads.com/book/show/35952941-the-frolic-of-the-beasts?ac=1&from_search=true,Vintage,November 27th 2018
,Z691MO,Hardcover,My Twenty-Five Years in Provence: Reflections on Then and Now,Peter Mayle,Nonfiction/ Travel/ Memoir/ France,https://www.goodreads.com/book/show/38389575-my-twenty-five-years-in-provence?ac=1&from_search=true,Knopf Publishing Group,June 26th 2018
,Z692FN,Hardcover,Normal People,Sally Rooney,Fiction/Contemporary/Romance,https://www.goodreads.com/book/show/37539457-normal-people?ac=1&from_search=true,Faber & Faber,August 28th 2018
,Z693NF,Hardcover,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World","Don Tapscott, Alex Tapscott",Business/Nonfiction,https://www.goodreads.com/book/show/25894041-blockchain-revolution?ac=1&from_search=true,Portfolio,May 10th 2016
,Z694FN,Paperback,In Our Mad and Furious City,Guy Gunaratne,Fiction/Contemporary,https://www.goodreads.com/book/show/35212539-in-our-mad-and-furious-city,Tinder Press,April 19th 2018 
,Z695MO,Hardcover,The Sun Does Shine: How I Found Life and Freedom on Death Row,"Anthony Ray Hinton, Lara Love Hardin, Bryan Stevenson",nonfiction/memoir/ crime,https://www.goodreads.com/book/show/40081456-the-sun-does-shine,St. Martin's Press,June 5th 2018
,Z696MY,Paperback,"My Sister, the Serial Killer",Oyinkan Braithwaite,Mystery/Thriller/Fiction,https://www.goodreads.com/book/show/43065728-my-sister-the-serial-killer,Atlantic ,November 28th 2018
,Z697HF,Paperback,The Labyrinth of the Spirits,"Carlos Ruiz Zafón, Lucia Graves (Translator)",Historical fiction/mystery,https://www.goodreads.com/book/show/37677977-the-labyrinth-of-the-spirits,Weidenfeld & Nicolson,September 18th 2018
,Z698LF,Paperback,My Year of Rest and Relaxation,Ottessa Moshfegh,Fiction/Contemporary/ Mental health,https://www.goodreads.com/book/show/36203391-my-year-of-rest-and-relaxation?ac=1&from_search=true,Jonathan Cape ,July 12th 2018
,Z699MO,Paperback,Heart Berries: A Memoir,Terese Marie Mailhot ,Nonfiction/ Memoir/ Feminism,https://www.goodreads.com/book/show/40776290-heart-berries,Counterpoint ,February 5th 2019
,Z705NF,Hardcover,"L'art de la Liste: Simplify, organise and enrich your life",Dominique Loreau,Nonfiction/self help,https://www.goodreads.com/book/show/42103528-l-art-de-la-liste,Trapeze,November 1st 2018
,Z706CL,Paperback,Blindness,José Saramago,Fiction/dystopia,https://www.goodreads.com/book/show/40495148-blindness?ac=1&from_search=true,Mariner Books,August 23rd 2013
,B1216C2,Paperback,The Maple Festival ,The Maple Festival ,Childrens/ Animal,https://www.goodreads.com/book/show/24885662-the-maple-festival?ac=1&from_search=true,Little Simon,October 13th 2015
,,,(The Adventures of Sophie Mouse #5),(The Adventures of Sophie Mouse #5),,,,
,B1217C2,Paperback,The Clover Curse ,"Poppy Green, Jennifer A. Bell (Illustrations)",Childrens,https://www.goodreads.com/book/show/25785622-the-clover-curse?ac=1&from_search=true,Little Simon,February 23rd 2016
,,,(The Adventures of Sophie Mouse #7),,,,,
,B1218C3,Paperback,Nicola Berry and the Shocking Trouble on the Planet of Shobble ,Liane Moriarty,fiction/ sci fi,https://www.goodreads.com/book/show/36750145-nicola-berry-and-the-shocking-trouble-on-the-planet-of-shobble,Penguin Workshop,May 15th 2018
,,,(Space Brigade #2),,,,,
,B1219C2,Hardcover,Plum Fantastic (Sugar Plum Ballerinas #1),"Whoopi Goldberg, Deborah Underwood , Maryn Roos (Illustrator)",Childrens,https://www.goodreads.com/book/show/2761560-plum-fantastic,Turtleback Books,October 1st 2008
,B1220C3,Paperback,My Gym Teacher is an Alien Overlord ,David Solomons,Childrens/ sci fi,https://www.goodreads.com/book/show/27212224-my-gym-teacher-is-an-alien-overlord?ac=1&from_search=true,Nosy Crow,July 7th 2016 
,,,(My Brother is a Superhero #2),,,,,
,B1221C3,Paperback,The Adventurer's Guide to Successful Escapes ,Wade Albert White,Fantasy/ Childrens/ Adventure,https://www.goodreads.com/book/show/33296275-the-adventurer-s-guide-to-successful-escapes,"Little, Brown Books for Young Readers",August 1st 2017
,,,(Saint Lupin's Quest Academy for Consistently Dangerous and Absolutely Terrifying Adventures #1),,,,,
,B1222C3,Hardcover,The Book Case,Dave Shelton,Young adult/ Childrens/ Mystery,https://www.goodreads.com/book/show/39280243-the-book-case,David Fickling Books,April 5th 2018
,Z758C3,Hardcover,Secret of the Oracle: An Ancient Greek Mystery ,Saviour Pirotta,Childrens,https://www.goodreads.com/book/show/37784061-secret-of-the-oracle,Bloomsbury Education,October 5th 2017
,Z759GN,Hardcover,"Cleopatra in Space, Book One: Target Practice ",Mike Maihack,Graphic novels/ childrens/ science fiction,https://www.goodreads.com/book/show/18527502-cleopatra-in-space-book-one,GRAPHIX,April 29th 2014
,,,(Cleopatra in Space #1),,,,,
,Z760GN,Paperback,The Witch Boy ,Molly Ostertag,Graphic novels/ childrens/ science fiction,https://www.goodreads.com/book/show/34669544-the-witch-boy,GRAPHIX,October 31st 2017
,,,(The Witch Boy #1),,,,,
,Z761C3,Hardcover,The Train to Impossible Places: A Cursed Delivery,P.G. Bell,Childrens/ Fantasy/ Adventure,https://www.goodreads.com/book/show/39338881-the-train-to-impossible-places,Usborne Publishing ,October 4th 2018
,B1223C3,Paperback,Katy,Jacqueline Wilson,Children/ Fiction/ Disability,https://www.goodreads.com/book/show/27876702-katy,Puffin,May 5th 2016
,Z762C3,Paperback,The Dare Game ,Jacqueline Wilson,Children/ Fiction,https://www.goodreads.com/book/show/511533.The_Dare_Game,Yearling,October 5th 2006
,,,(Tracy Beaker #2),,,,,
,Z763C3,Paperback,Starring Tracy Beaker,Jacqueline Wilson,Children/ Fiction,https://www.goodreads.com/book/show/511643.Starring_Tracy_Beaker?ac=1&from_search=true,Doubleday Childrens ,October 5th 2006
,Z764C2,Hardcover,How Not To Be A Twit and Other Wisdom from Roald Dahl,"Roald Dahl, Quentin Blake (Illustrations)",Childrens,https://www.goodreads.com/book/show/38470202-how-not-to-be-a-twit-and-other-wisdom-from-roald-dahl?ac=1&from_search=true,Puffin,September 6th 2018
,Z765C2,Paperback,Mummy Fairy and Me: Fairy-in-Waiting ,"Sophie Kinsella , Marta Kissi (Illustrations)",Childrens/ Fantasy,https://www.goodreads.com/book/show/39281564-mummy-fairy-and-me?ac=1&from_search=true,Puffin,August 9th 2018
,,,(Fairy Mom and Me #2),,,,,
,Z766AB,Paperback,Malala: My Story of Standing Up for Girls' Rights,Malala Yousafzai,Biography/ feminism,https://www.goodreads.com/book/show/42615407-malala,Wren & Rook,November 30th 2018
,B1224C2,Hardcover,Dog Man ,Dav Pilkey,Graphic novels/ childrens/ humor,https://www.goodreads.com/book/show/35850827-dog-man,Scholastic,July 6th 2017
,,,(Dog Man #1),,,,,
,B1225C2,Hardcover,The Adventures of Super Diaper Baby ,Dav Pilkey,Graphic novels/ childrens/ humor,https://www.goodreads.com/book/show/3875243-the-adventures-of-super-diaper-baby,Scholastic Inc,March 1st 2002
,,,(Super Diaper Baby #1),,,,,
,B1226C2,Hardcover,The Invasion of the Potty Snatchers ,Dav Pilkey,Graphic novels/ childrens/ humor,https://www.goodreads.com/book/show/10345795-the-invasion-of-the-potty-snatchers,Scholastic Inc,June 28th 2011
,,,(Super Diaper Baby #2),,,,,
,B1227C2,Hardcover,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets ",Dav Pilkey,Childrens/ humor,https://www.goodreads.com/book/show/3065425-captain-underpants-and-the-big-bad-battle-of-the-bionic-booger-boy-par,Scholastic Inc.,September 1st 2003
,,,(Captain Underpants #6),,,,,
,B1228C2,Hardcover,"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2: The Revenge of the Ridiculous Robo-Boogers: Revenge of the Rediculous Robo-Boogers ",Dav Pilkey,Childrens/ humor,https://www.goodreads.com/book/show/6186039-captain-underpants-and-the-big-bad-battle-of-the-bionic-booger-boy-par,Turtleback Books,September 1st 2003
,B1326C3,Paperback,Myths and Legends,Belinda Gallagher ,Childrens,https://www.goodreads.com/book/show/41734082-myths-legends?ac=1&from_search=true,Miles Kelly Publishing,Jul-14
,B1241C3,Paperback,Without a Trace ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/612318.Without_a_Trace?ac=1&from_search=true,Aladdin,March 1st 2004
,,,(Nancy Drew: Girl Detective #1),,,,,
,B1242C3,Paperback,A Race Against Time ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/946448.A_Race_Against_Time?ac=1&from_search=true,Aladdin,March 1st 2004
,,,(Nancy Drew: Girl Detective #2),,,,,
,B1243C3,Paperback,High Risk ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/557148.High_Risk?ac=1&from_search=true,Aladdin,March 1st 2004
,,,(Nancy Drew: Girl Detective #4),,,,,
,B1244C3,Paperback,"Lights, Camera... ",Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/1259241.Lights_Camera_?ac=1&from_search=true,Aladdin,May 1st 2004
,,,(Nancy Drew: Girl Detective #5),,,,,
,B1245C3,Paperback,Action!,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/393135.Action_?ac=1&from_search=true,Aladdin,July 1st 2004
,,,(Nancy Drew: Girl Detective #6),,,,,
,B1246C3,Paperback,The Stolen Relic ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/393136.The_Stolen_Relic?ac=1&from_search=true,Aladdin,September 1st 2004
,,,(Nancy Drew: Girl Detective #7),,,,,
,B1247C3,Paperback,The Scarlet Macaw Scandal ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/156347.The_Scarlet_Macaw_Scandal?ac=1&from_search=true,Aladdin,November 1st 2004
,,,(Nancy Drew: Girl Detective #8),,,,,
,B1248C3,Paperback,Secret of the Spa ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/393142.Secret_of_the_Spa?ac=1&from_search=true,Aladdin,January 1st 2005
,,,(Nancy Drew: Girl Detective #9),,,,,
,B1249C3,Paperback,Uncivil Acts ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/48782.Uncivil_Acts?ac=1&from_search=true,Aladdin,March 1st 2005
,,,(Nancy Drew: Girl Detective #10),,,,,
,B1250C3,Paperback,Riverboat Ruse ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/696996.Riverboat_Ruse?ac=1&from_search=true,Aladdin,May 1st 2005
,,,(Nancy Drew: Girl Detective #11),,,,,
,B1251C3,Paperback,Stop the Clock ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/149602.Stop_the_Clock?ac=1&from_search=true,Aladdin,July 1st 2005
,,,(Nancy Drew: Girl Detective #12),,,,,
,B1252C3,Paperback,Trade Wind Danger ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/438260.Trade_Wind_Danger?ac=1&from_search=true,Aladdin,September 1st 2005
,,,(Nancy Drew: Girl Detective #13),,,,,
,B1253C3,Paperback,"Bad Times, Big Crimes ",Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/438262.Bad_Times_Big_Crimes?ac=1&from_search=true,Aladdin,November 1st 2005
,,,(Nancy Drew: Girl Detective #14),,,,,
,B1254C3,Paperback,Framed ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/196656.Framed,Aladdin,January 1st 2006
,,,(Nancy Drew: Girl Detective #15),,,,,
,B1255C3,Paperback,Dangerous Plays ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/438256.Dangerous_Plays?ac=1&from_search=true,Aladdin,March 1st 2006
,,,(Nancy Drew: Girl Detective #16),,,,,
,B1256C3,Paperback,En Garde ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/438259.En_Garde?ac=1&from_search=true,Aladdin,May 1st 2006
,,,(Nancy Drew: Girl Detective #17),,,,,
,B1257C3,Paperback,Pit of Vipers ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/48787.Pit_of_Vipers?ac=1&from_search=true,Aladdin,July 1st 2006
,,,(Nancy Drew: Girl Detective #18),,,,,
,B1258C3,Paperback,The Orchid Thief ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/48799.The_Orchid_Thief?ac=1&from_search=true,Aladdin,September 1st 2006
,,,(Nancy Drew: Girl Detective #19),,,,,
,B1259C3,Paperback,Getting Burned ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/48744.Getting_Burned?ac=1&from_search=true,Aladdin,October 24th 2006
,,,(Nancy Drew: Girl Detective #20),,,,,
,B1260C3,Paperback,Close Encounters ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/48742.Close_Encounters?ac=1&from_search=true,Aladdin,December 26th 2006
,,,(Nancy Drew: Girl Detective #21),,,,,
,B1261C3,Paperback,Dressed to Steal ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/149600.Dressed_to_Steal?ac=1&from_search=true,Aladdin,February 27th 2007
,,,(Nancy Drew: Girl Detective #22),,,,,
,B1262C3,Paperback,Troubled Waters ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/557144.Troubled_Waters?ac=1&from_search=true,Aladdin,April 24th 2007
,,,(Nancy Drew: Girl Detective #23),,,,,
,B1263C3,Paperback,Murder on the Set,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/239285.Murder_on_the_Set?ac=1&from_search=true,Aladdin,May 8th 2007
,,,(Nancy Drew: Girl Detective #24),,,,,
,B1264C3,Paperback,Trails of Treachery ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/239286.Trails_of_Treachery?ac=1&from_search=true,Aladdin,August 21st 2007
,,,(Nancy Drew: Girl Detective #25),,,,,
,B1265C3,Paperback,Fishing for Clues ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/1158953.Fishing_for_Clues?ac=1&from_search=true,Aladdin,October 23rd 2007
,,,(Nancy Drew: Girl Detective #26),,,,,
,B1266C3,Paperback,Intruder!,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/1259257.Intruder_?ac=1&from_search=true,Aladdin,December 26th 2007
,,,(Nancy Drew: Girl Detective #27),,,,,
,B1267C3,Paperback,Mardi Gras Masquerade ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/1638538.Mardi_Gras_Masquerade?ac=1&from_search=true,Aladdin,February 5th 2008
,,,(Nancy Drew: Girl Detective #28),,,,,
,B1268C3,Paperback,The Stolen Bones ,Carolyn Keene,Mystery/ Fiction,https://www.goodreads.com/book/show/1711042.The_Stolen_Bones?ac=1&from_search=true,Aladdin,April 22nd 2008
,,,(Nancy Drew: Girl Detective #29),,,,,
,B1269C3,Paperback,Pageant Perfect Crime ,Carolyn Keene,Mystery/ Fiction/ Childrens,https://www.goodreads.com/book/show/2473152.Pageant_Perfect_Crime?ac=1&from_search=true,Aladdin,June 3rd 2008
